doubt_id,text,topic,urgency
DBT002624,"hi, extension request for the assignment due tonight, deadline is tomorrow please help",Deadline_Admin,High
DBT002625,"hi, cors error when calling the backend from the frontend",WebDev,Medium
DBT002626,my code throws an error only on the grading server not locally,Debugging_Errors,Low
DBT002627,confused about when to use inheritance vs composition,OOP_Design,Low
DBT002628,"grade for the last assignment has not appeared yet, whenever you get a chance",Deadline_Admin,Low
DBT002629,"cors error when calling the backend from the frontend, deadline is tomorrow",WebDev,High
DBT002630,"dynamic programming table is giving wrong values, would like this before the next class",Algorithms,Medium
DBT002631,"cors error when calling the backend from the frontend, just curious",WebDev,Low
DBT002632,"my sorting algorithm is too slow for large inputs, submission is due in one hour",Algorithms,Critical
DBT002633,"hi, not sure how polymorphism applies to this assignment, whenever you get a chance",OOP_Design,Low
DBT002634,"loop runs forever and I don't know why, need to fix this soon please help",Loops_Recursion,Medium
DBT002635,"api call returns 404 only in production, would like this before the next class please help",WebDev,Medium
DBT002636,"python version mismatch is breaking the autograder, exam is happening right now",Env_Setup,Critical
DBT002637,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT002638,"stack trace points to a line that looks fine to me, whenever you get a chance",Debugging_Errors,Low
DBT002639,"grade for the last assignment has not appeared yet, just curious please help",Deadline_Admin,Low
DBT002640,"hi, exam is in two hours and autograder is down, need to fix this soon please help",Deadline_Admin,Medium
DBT002641,"trying to understand tail recursion vs normal recursion, need to fix this soon",Loops_Recursion,Medium
DBT002642,"while loop condition never becomes false, would like this before the next class",Loops_Recursion,Medium
DBT002643,"my code throws an error only on the grading server not locally, just curious",Debugging_Errors,Low
DBT002644,"getting a null pointer exception i cannot trace, just curious",Debugging_Errors,Low
DBT002645,"stack trace points to a line that looks fine to me, no rush",Debugging_Errors,Low
DBT002646,"hi, cannot install the required package on my laptop",Env_Setup,Medium
DBT002647,"hi, form submission is not updating the database",WebDev,Low
DBT002648,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT002649,"hi, not sure how to normalize this schema for the project, no rush",Databases,Low
DBT002650,"hi, for loop skips the last element, need to fix this soon",Loops_Recursion,Medium
DBT002651,"database connection keeps timing out during the demo, for future reference",Databases,Low
DBT002652,"graph traversal is missing some nodes, need to fix this soon",Algorithms,Medium
DBT002653,not sure how to normalize this schema for the project,Databases,Low
DBT002654,"recursion depth exceeded error keeps showing up, for future reference",Loops_Recursion,Low
DBT002655,getting a null pointer exception i cannot trace,Debugging_Errors,Medium
DBT002656,"my sorting algorithm is too slow for large inputs, would like this before the next class",Algorithms,Medium
DBT002657,"cors error when calling the backend from the frontend, would like this before the next class",WebDev,Medium
DBT002658,"hi, extension request for the assignment due tonight, for future reference please help",Deadline_Admin,Low
DBT002659,index out of bounds error only on the last test case please help,Debugging_Errors,High
DBT002660,"segmentation fault when i run the test suite, would like this before the next class",Debugging_Errors,Medium
DBT002661,"cannot install the required package on my laptop, whenever you get a chance",Env_Setup,Low
DBT002662,"graph traversal is missing some nodes, for future reference",Algorithms,Low
DBT002663,"confused about when to use inheritance vs composition, need to fix this soon please help",OOP_Design,Medium
DBT002664,confused about when to use inheritance vs composition,OOP_Design,Low
DBT002665,"hi, exam is in two hours and autograder is down, would like this before the next class",Deadline_Admin,Medium
DBT002666,grade for the last assignment has not appeared yet,Deadline_Admin,Medium
DBT002667,"form submission is not updating the database, no rush",WebDev,Low
DBT002668,"database connection keeps timing out during the demo, just curious",Databases,Critical
DBT002669,"grade for the last assignment has not appeared yet, submission is due in one hour",Deadline_Admin,Critical
DBT002670,"hi, api call returns 404 only in production, for future reference",WebDev,Low
DBT002671,"hi, exam is in two hours and autograder is down, submission is due in one hour",Deadline_Admin,Critical
DBT002672,"hi, dynamic programming table is giving wrong values, would like this before the next class",Algorithms,Medium
DBT002673,"exam is in two hours and autograder is down, need to fix this soon",Deadline_Admin,Medium
DBT002674,"dynamic programming table is giving wrong values, for future reference",Algorithms,Low
DBT002675,confused about when to use inheritance vs composition,OOP_Design,Low
DBT002676,"not sure how polymorphism applies to this assignment, need help asap",OOP_Design,High
DBT002677,"cors error when calling the backend from the frontend, need to fix this soon",WebDev,Medium
DBT002678,loop runs forever and I don't know why please help,Loops_Recursion,Low
DBT002679,"hi, graph traversal is missing some nodes, whenever you get a chance",Algorithms,Low
DBT002680,"my recursive function never hits the base case, would like this before the next class",Loops_Recursion,Medium
DBT002681,"not sure how to normalize this schema for the project, this is blocking my progress",Databases,High
DBT002682,"virtual environment not activating on windows, need to fix this soon",Env_Setup,Medium
DBT002683,"react component re-renders infinitely, whenever you get a chance",WebDev,Low
DBT002684,"cannot install the required package on my laptop, would like this before the next class",Env_Setup,Medium
DBT002685,git merge conflict i don't know how to resolve,Env_Setup,Medium
DBT002686,stack trace points to a line that looks fine to me please help,Debugging_Errors,Low
DBT002687,"cannot install the required package on my laptop, need to fix this soon",Env_Setup,Medium
DBT002688,exam is in two hours and autograder is down,Deadline_Admin,Low
DBT002689,"getting a null pointer exception i cannot trace, deadline is tomorrow",Debugging_Errors,High
DBT002690,"not sure which time complexity my solution actually has, this is blocking my progress",Algorithms,High
DBT002691,api call returns 404 only in production,WebDev,Medium
DBT002692,"python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT002693,query is extremely slow on the test dataset,Databases,High
DBT002694,"hi, greedy approach fails on this specific test case, submission is due in one hour",Algorithms,Critical
DBT002695,"stack trace points to a line that looks fine to me, system crashed during the final demo",Debugging_Errors,Critical
DBT002696,"hi, python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT002697,"hi, git merge conflict i don't know how to resolve",Env_Setup,Low
DBT002698,"hi, api call returns 404 only in production please help",WebDev,High
DBT002699,"submission portal is not accepting my file before the deadline, would like this before the next class",Deadline_Admin,Medium
DBT002700,"git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT002701,"hi, while loop condition never becomes false, whenever you get a chance",Loops_Recursion,Low
DBT002702,"extension request for the assignment due tonight, system crashed during the final demo",Deadline_Admin,Critical
DBT002703,"hi, greedy approach fails on this specific test case, whenever you get a chance please help",Algorithms,Low
DBT002704,"hi, grade for the last assignment has not appeared yet, deadline is tomorrow",Deadline_Admin,High
DBT002705,"cors error when calling the backend from the frontend, for future reference",WebDev,Low
DBT002706,exam is in two hours and autograder is down,Deadline_Admin,Medium
DBT002707,"hi, greedy approach fails on this specific test case, deadline is tomorrow",Algorithms,High
DBT002708,stack trace points to a line that looks fine to me,Debugging_Errors,Low
DBT002709,"hi, git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT002710,constructor is not initializing the parent class fields,OOP_Design,Low
DBT002711,"query is extremely slow on the test dataset, just curious",Databases,Low
DBT002712,"query is extremely slow on the test dataset, no rush",Databases,Low
DBT002713,"foreign key constraint fails on insert, would like this before the next class please help",Databases,Medium
DBT002714,extension request for the assignment due tonight,Deadline_Admin,Medium
DBT002715,"hi, grade for the last assignment has not appeared yet, need help asap",Deadline_Admin,High
DBT002716,"cors error when calling the backend from the frontend, for future reference",WebDev,Low
DBT002717,"not sure how polymorphism applies to this assignment, whenever you get a chance",OOP_Design,Low
DBT002718,"react component re-renders infinitely, just curious",WebDev,Low
DBT002719,while loop condition never becomes false,Loops_Recursion,Medium
DBT002720,my code throws an error only on the grading server not locally,Debugging_Errors,Low
DBT002721,"python version mismatch is breaking the autograder, for future reference",Env_Setup,Low
DBT002722,"react component re-renders infinitely, just curious",WebDev,Low
DBT002723,"hi, constructor is not initializing the parent class fields, would like this before the next class",OOP_Design,Medium
DBT002724,index out of bounds error only on the last test case,Debugging_Errors,Low
DBT002725,not sure how polymorphism applies to this assignment,OOP_Design,High
DBT002726,for loop skips the last element,Loops_Recursion,High
DBT002727,"my class diagram doesn't match the actual code structure, whenever you get a chance",OOP_Design,Low
DBT002728,"trying to understand tail recursion vs normal recursion, just curious",Loops_Recursion,Low
DBT002729,"extension request for the assignment due tonight, this is blocking my progress",Deadline_Admin,High
DBT002730,"hi, submission portal is not accepting my file before the deadline",Deadline_Admin,Critical
DBT002731,"hi, getting an abstract method error in my subclass, just curious",OOP_Design,Low
DBT002732,"exam is in two hours and autograder is down, would like this before the next class",Deadline_Admin,Medium
DBT002733,"foreign key constraint fails on insert, would like this before the next class",Databases,Medium
DBT002734,react component re-renders infinitely,WebDev,Critical
DBT002735,"index out of bounds error only on the last test case, need to fix this soon",Debugging_Errors,Medium
DBT002736,"virtual environment not activating on windows, would like this before the next class",Env_Setup,Medium
DBT002737,"for loop skips the last element, this is blocking my progress",Loops_Recursion,High
DBT002738,"not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT002739,"hi, not sure which time complexity my solution actually has, just curious",Algorithms,Low
DBT002740,"hi, not sure how to normalize this schema for the project, need help asap please help",Databases,High
DBT002741,index out of bounds error only on the last test case,Debugging_Errors,Low
DBT002742,"trying to understand tail recursion vs normal recursion, need to fix this soon please help",Loops_Recursion,Medium
DBT002743,"hi, exam is in two hours and autograder is down, deadline is tomorrow",Deadline_Admin,High
DBT002744,"getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT002745,virtual environment not activating on windows please help,Env_Setup,Low
DBT002746,"git merge conflict i don't know how to resolve, need to fix this soon",Env_Setup,Medium
DBT002747,"recursion depth exceeded error keeps showing up, would like this before the next class",Loops_Recursion,Medium
DBT002748,segmentation fault when i run the test suite,Debugging_Errors,Low
DBT002749,api call returns 404 only in production,WebDev,Medium
DBT002750,"database connection keeps timing out during the demo, need to fix this soon",Databases,Medium
DBT002751,"hi, getting a null pointer exception i cannot trace, this is blocking my progress",Debugging_Errors,High
DBT002752,"hi, getting an abstract method error in my subclass, for future reference",OOP_Design,Low
DBT002753,"virtual environment not activating on windows, for future reference please help",Env_Setup,Low
DBT002754,"hi, my sql join is returning duplicate rows, whenever you get a chance",Databases,Low
DBT002755,virtual environment not activating on windows,Env_Setup,Low
DBT002756,"form submission is not updating the database, no rush",WebDev,Low
DBT002757,"extension request for the assignment due tonight, need help asap",Deadline_Admin,High
DBT002758,"hi, my sql join is returning duplicate rows, exam is happening right now",Databases,Critical
DBT002759,"not sure which time complexity my solution actually has, this is blocking my progress please help",Algorithms,High
DBT002760,"loop runs forever and I don't know why, for future reference",Loops_Recursion,Low
DBT002761,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT002762,my class diagram doesn't match the actual code structure please help,OOP_Design,Medium
DBT002763,"hi, confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT002764,"greedy approach fails on this specific test case, just curious",Algorithms,Low
DBT002765,"form submission is not updating the database, deadline is tomorrow",WebDev,High
DBT002766,"recursion depth exceeded error keeps showing up, would like this before the next class",Loops_Recursion,Medium
DBT002767,index out of bounds error only on the last test case,Debugging_Errors,Medium
DBT002768,"grade for the last assignment has not appeared yet, this is blocking my progress",Deadline_Admin,High
DBT002769,"extension request for the assignment due tonight, no rush",Deadline_Admin,Low
DBT002770,"index out of bounds error only on the last test case, no rush",Debugging_Errors,Low
DBT002771,"hi, segmentation fault when i run the test suite",Debugging_Errors,Medium
DBT002772,"submission portal is not accepting my file before the deadline, submission is due in one hour",Deadline_Admin,Critical
DBT002773,"dynamic programming table is giving wrong values, need to fix this soon",Algorithms,Medium
DBT002774,stack trace points to a line that looks fine to me please help,Debugging_Errors,Low
DBT002775,"hi, grade for the last assignment has not appeared yet, submission is due in one hour",Deadline_Admin,Critical
DBT002776,python version mismatch is breaking the autograder,Env_Setup,Medium
DBT002777,"hi, not sure how polymorphism applies to this assignment, need help asap please help",OOP_Design,High
DBT002778,"index out of bounds error only on the last test case, deadline is tomorrow",Debugging_Errors,High
DBT002779,"greedy approach fails on this specific test case, just curious",Algorithms,Low
DBT002780,"submission portal is not accepting my file before the deadline, this is blocking my progress",Deadline_Admin,High
DBT002781,my recursive function never hits the base case,Loops_Recursion,Medium
DBT002782,"hi, grade for the last assignment has not appeared yet",Deadline_Admin,High
DBT002783,"hi, constructor is not initializing the parent class fields, no rush",OOP_Design,Low
DBT002784,"hi, index out of bounds error only on the last test case, would like this before the next class please help",Debugging_Errors,Medium
DBT002785,api call returns 404 only in production,WebDev,Low
DBT002786,"hi, while loop condition never becomes false",Loops_Recursion,Medium
DBT002787,"graph traversal is missing some nodes, just curious",Algorithms,Low
DBT002788,"exam is in two hours and autograder is down, would like this before the next class please help",Deadline_Admin,Medium
DBT002789,"cors error when calling the backend from the frontend, just curious",WebDev,Low
DBT002790,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT002791,"api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT002792,"my class diagram doesn't match the actual code structure, for future reference",OOP_Design,Low
DBT002793,"grade for the last assignment has not appeared yet, for future reference",Deadline_Admin,Low
DBT002794,"while loop condition never becomes false, no rush",Loops_Recursion,Low
DBT002795,"hi, not sure how to normalize this schema for the project",Databases,Medium
DBT002796,"foreign key constraint fails on insert, whenever you get a chance please help",Databases,Low
DBT002797,"my sql join is returning duplicate rows, just curious",Databases,Low
DBT002798,getting an abstract method error in my subclass,OOP_Design,Medium
DBT002799,"my code throws an error only on the grading server not locally, need help asap",Debugging_Errors,High
DBT002800,"my code throws an error only on the grading server not locally, would like this before the next class",Debugging_Errors,Medium
DBT002801,"submission portal is not accepting my file before the deadline, just curious",Deadline_Admin,Low
DBT002802,"submission portal is not accepting my file before the deadline, autograder is down and deadline is in minutes",Deadline_Admin,Critical
DBT002803,not sure how to normalize this schema for the project,Databases,Low
DBT002804,"grade for the last assignment has not appeared yet, would like this before the next class please help",Deadline_Admin,Medium
DBT002805,"segmentation fault when i run the test suite, need to fix this soon",Debugging_Errors,Medium
DBT002806,"hi, database connection keeps timing out during the demo, this is blocking my progress please help",Databases,High
DBT002807,"hi, constructor is not initializing the parent class fields",OOP_Design,Medium
DBT002808,"hi, form submission is not updating the database, need help asap",WebDev,High
DBT002809,"constructor is not initializing the parent class fields, need to fix this soon",OOP_Design,Medium
DBT002810,"not sure which time complexity my solution actually has, whenever you get a chance",Algorithms,Low
DBT002811,"form submission is not updating the database, system crashed during the final demo",WebDev,Critical
DBT002812,"cannot install the required package on my laptop, need to fix this soon",Env_Setup,Medium
DBT002813,"hi, python version mismatch is breaking the autograder, just curious",Env_Setup,Low
DBT002814,"dynamic programming table is giving wrong values, whenever you get a chance",Algorithms,Low
DBT002815,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT002816,"database connection keeps timing out during the demo, no rush",Databases,Low
DBT002817,"hi, constructor is not initializing the parent class fields, just curious",OOP_Design,Low
DBT002818,"my sql join is returning duplicate rows, would like this before the next class",Databases,Medium
DBT002819,"python version mismatch is breaking the autograder, this is blocking my progress",Env_Setup,High
DBT002820,"api call returns 404 only in production, this is blocking my progress",WebDev,High
DBT002821,"hi, extension request for the assignment due tonight, would like this before the next class",Deadline_Admin,Medium
DBT002822,"for loop skips the last element, need to fix this soon please help",Loops_Recursion,Medium
DBT002823,"segmentation fault when i run the test suite, need to fix this soon please help",Debugging_Errors,Medium
DBT002824,"hi, my recursive function never hits the base case, would like this before the next class",Loops_Recursion,Medium
DBT002825,"cors error when calling the backend from the frontend, submission is due in one hour",WebDev,Critical
DBT002826,"hi, extension request for the assignment due tonight, this is blocking my progress",Deadline_Admin,High
DBT002827,"trying to understand tail recursion vs normal recursion, exam is happening right now",Loops_Recursion,Critical
DBT002828,"database connection keeps timing out during the demo, this is blocking my progress",Databases,High
DBT002829,"getting a null pointer exception i cannot trace, need to fix this soon please help",Debugging_Errors,Medium
DBT002830,"my class diagram doesn't match the actual code structure, need to fix this soon please help",OOP_Design,Medium
DBT002831,recursion depth exceeded error keeps showing up please help,Loops_Recursion,Medium
DBT002832,"stack trace points to a line that looks fine to me, exam is happening right now please help",Debugging_Errors,Critical
DBT002833,"git merge conflict i don't know how to resolve, this is blocking my progress",Env_Setup,High
DBT002834,"cors error when calling the backend from the frontend, need to fix this soon",WebDev,Medium
DBT002835,"hi, dynamic programming table is giving wrong values, whenever you get a chance",Algorithms,Low
DBT002836,"not sure how polymorphism applies to this assignment, need to fix this soon please help",OOP_Design,Medium
DBT002837,"stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT002838,"my sql join is returning duplicate rows, would like this before the next class",Databases,Medium
DBT002839,"my code throws an error only on the grading server not locally, deadline is tomorrow",Debugging_Errors,High
DBT002840,"my sorting algorithm is too slow for large inputs, deadline is tomorrow",Algorithms,Low
DBT002841,"hi, submission portal is not accepting my file before the deadline, need help asap",Deadline_Admin,High
DBT002842,"dynamic programming table is giving wrong values, no rush",Algorithms,Low
DBT002843,"confused about when to use inheritance vs composition, need to fix this soon",OOP_Design,Medium
DBT002844,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT002845,"getting a null pointer exception i cannot trace, need help asap",Debugging_Errors,High
DBT002846,"hi, dynamic programming table is giving wrong values, need to fix this soon",Algorithms,Medium
DBT002847,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT002848,"hi, getting an abstract method error in my subclass, need to fix this soon",OOP_Design,Medium
DBT002849,"form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT002850,"cannot install the required package on my laptop, whenever you get a chance",Env_Setup,Low
DBT002851,"hi, stack trace points to a line that looks fine to me, this is blocking my progress",Debugging_Errors,High
DBT002852,cannot install the required package on my laptop,Env_Setup,Medium
DBT002853,"not sure which time complexity my solution actually has, for future reference",Algorithms,Low
DBT002854,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT002855,loop runs forever and I don't know why,Loops_Recursion,Medium
DBT002856,"constructor is not initializing the parent class fields, no rush",OOP_Design,Low
DBT002857,my recursive function never hits the base case,Loops_Recursion,Low
DBT002858,getting a null pointer exception i cannot trace,Debugging_Errors,High
DBT002859,"hi, my code throws an error only on the grading server not locally",Debugging_Errors,Low
DBT002860,not sure which time complexity my solution actually has,Algorithms,Medium
DBT002861,"foreign key constraint fails on insert, would like this before the next class",Databases,Medium
DBT002862,virtual environment not activating on windows,Env_Setup,Low
DBT002863,"git merge conflict i don't know how to resolve, whenever you get a chance",Env_Setup,Low
DBT002864,"virtual environment not activating on windows, need to fix this soon please help",Env_Setup,Medium
DBT002865,"hi, not sure which time complexity my solution actually has, whenever you get a chance please help",Algorithms,Low
DBT002866,"not sure which time complexity my solution actually has, system crashed during the final demo",Algorithms,Critical
DBT002867,"query is extremely slow on the test dataset, for future reference please help",Databases,Low
DBT002868,"my sorting algorithm is too slow for large inputs, just curious",Algorithms,Low
DBT002869,"hi, trying to understand tail recursion vs normal recursion",Loops_Recursion,Medium
DBT002870,"hi, segmentation fault when i run the test suite, just curious please help",Debugging_Errors,Low
DBT002871,"loop runs forever and I don't know why, deadline is tomorrow",Loops_Recursion,High
DBT002872,"react component re-renders infinitely, need help asap",WebDev,High
DBT002873,"submission portal is not accepting my file before the deadline, submission is due in one hour",Deadline_Admin,Critical
DBT002874,"exam is in two hours and autograder is down, whenever you get a chance",Deadline_Admin,Low
DBT002875,"my sql join is returning duplicate rows, need help asap",Databases,High
DBT002876,"my code throws an error only on the grading server not locally, no rush",Debugging_Errors,Low
DBT002877,"index out of bounds error only on the last test case, deadline is tomorrow",Debugging_Errors,High
DBT002878,"hi, react component re-renders infinitely, would like this before the next class",WebDev,Medium
DBT002879,"python version mismatch is breaking the autograder, no rush",Env_Setup,Low
DBT002880,"getting an abstract method error in my subclass, just curious",OOP_Design,Low
DBT002881,"grade for the last assignment has not appeared yet, exam is happening right now",Deadline_Admin,Critical
DBT002882,"query is extremely slow on the test dataset, need help asap",Databases,High
DBT002883,"hi, getting a null pointer exception i cannot trace, for future reference",Debugging_Errors,Low
DBT002884,"hi, virtual environment not activating on windows, submission is due in one hour",Env_Setup,Critical
DBT002885,git merge conflict i don't know how to resolve,Env_Setup,Medium
DBT002886,"hi, for loop skips the last element, for future reference",Loops_Recursion,Low
DBT002887,"while loop condition never becomes false, whenever you get a chance",Loops_Recursion,Low
DBT002888,"query is extremely slow on the test dataset, no rush please help",Databases,Low
DBT002889,"git merge conflict i don't know how to resolve, would like this before the next class",Env_Setup,Medium
DBT002890,"extension request for the assignment due tonight, would like this before the next class please help",Deadline_Admin,Medium
DBT002891,"foreign key constraint fails on insert, no rush",Databases,Low
DBT002892,cannot install the required package on my laptop,Env_Setup,Low
DBT002893,"exam is in two hours and autograder is down, just curious",Deadline_Admin,Low
DBT002894,"for loop skips the last element, need to fix this soon",Loops_Recursion,Medium
DBT002895,"constructor is not initializing the parent class fields, whenever you get a chance",OOP_Design,Low
DBT002896,form submission is not updating the database,WebDev,Low
DBT002897,"not sure how polymorphism applies to this assignment, just curious",OOP_Design,Low
DBT002898,"hi, python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT002899,"segmentation fault when i run the test suite, no rush",Debugging_Errors,Low
DBT002900,"graph traversal is missing some nodes, need to fix this soon",Algorithms,Medium
DBT002901,"hi, stack trace points to a line that looks fine to me, deadline is tomorrow",Debugging_Errors,High
DBT002902,"confused about when to use inheritance vs composition, just curious",OOP_Design,Low
DBT002903,"api call returns 404 only in production, would like this before the next class",WebDev,Medium
DBT002904,graph traversal is missing some nodes,Algorithms,Low
DBT002905,"cannot install the required package on my laptop, whenever you get a chance",Env_Setup,Low
DBT002906,"confused about when to use inheritance vs composition, just curious",OOP_Design,Low
DBT002907,"hi, cors error when calling the backend from the frontend, deadline is tomorrow",WebDev,High
DBT002908,"react component re-renders infinitely, need to fix this soon",WebDev,Medium
DBT002909,getting an abstract method error in my subclass,OOP_Design,Low
DBT002910,"cors error when calling the backend from the frontend, deadline is tomorrow",WebDev,High
DBT002911,"for loop skips the last element, need to fix this soon",Loops_Recursion,Medium
DBT002912,react component re-renders infinitely,WebDev,Medium
DBT002913,"segmentation fault when i run the test suite, this is blocking my progress",Debugging_Errors,High
DBT002914,"loop runs forever and I don't know why, deadline is tomorrow",Loops_Recursion,High
DBT002915,not sure how to normalize this schema for the project please help,Databases,Medium
DBT002916,my recursive function never hits the base case,Loops_Recursion,Low
DBT002917,"submission portal is not accepting my file before the deadline, this is blocking my progress",Deadline_Admin,High
DBT002918,"database connection keeps timing out during the demo, would like this before the next class",Databases,Medium
DBT002919,"grade for the last assignment has not appeared yet, deadline is tomorrow please help",Deadline_Admin,High
DBT002920,"hi, not sure how to normalize this schema for the project, would like this before the next class",Databases,Medium
DBT002921,"exam is in two hours and autograder is down, just curious",Deadline_Admin,Low
DBT002922,"getting an abstract method error in my subclass, would like this before the next class",OOP_Design,Medium
DBT002923,"api call returns 404 only in production, for future reference",WebDev,Low
DBT002924,react component re-renders infinitely,WebDev,Medium
DBT002925,"my sql join is returning duplicate rows, just curious",Databases,Low
DBT002926,my recursive function never hits the base case,Loops_Recursion,Medium
DBT002927,not sure how polymorphism applies to this assignment please help,OOP_Design,High
DBT002928,foreign key constraint fails on insert,Databases,Critical
DBT002929,"submission portal is not accepting my file before the deadline, system crashed during the final demo",Deadline_Admin,Critical
DBT002930,"python version mismatch is breaking the autograder, would like this before the next class",Env_Setup,Medium
DBT002931,"constructor is not initializing the parent class fields, just curious please help",OOP_Design,Low
DBT002932,"exam is in two hours and autograder is down, for future reference",Deadline_Admin,Low
DBT002933,"getting an abstract method error in my subclass, just curious",OOP_Design,Low
DBT002934,"api call returns 404 only in production, need to fix this soon",WebDev,Medium
DBT002935,query is extremely slow on the test dataset,Databases,Low
DBT002936,"graph traversal is missing some nodes, for future reference",Algorithms,Low
DBT002937,"cannot install the required package on my laptop, would like this before the next class",Env_Setup,Medium
DBT002938,"submission portal is not accepting my file before the deadline, system crashed during the final demo",Deadline_Admin,Critical
DBT002939,"hi, not sure how to normalize this schema for the project, autograder is down and deadline is in minutes please help",Databases,Critical
DBT002940,"not sure which time complexity my solution actually has, autograder is down and deadline is in minutes",Algorithms,Critical
DBT002941,"hi, virtual environment not activating on windows, autograder is down and deadline is in minutes",Env_Setup,Critical
DBT002942,"greedy approach fails on this specific test case, exam is happening right now",Algorithms,Critical
DBT002943,"python version mismatch is breaking the autograder, whenever you get a chance",Env_Setup,Low
DBT002944,"my class diagram doesn't match the actual code structure, need to fix this soon",OOP_Design,Medium
DBT002945,"hi, getting an abstract method error in my subclass, whenever you get a chance",OOP_Design,Low
DBT002946,"my sorting algorithm is too slow for large inputs, no rush please help",Algorithms,Low
DBT002947,"hi, greedy approach fails on this specific test case, for future reference",Algorithms,Low
DBT002948,"loop runs forever and I don't know why, need to fix this soon",Loops_Recursion,Medium
DBT002949,"constructor is not initializing the parent class fields, just curious",OOP_Design,Low
DBT002950,"hi, greedy approach fails on this specific test case, would like this before the next class",Algorithms,Medium
DBT002951,"my code throws an error only on the grading server not locally, whenever you get a chance",Debugging_Errors,Low
DBT002952,"graph traversal is missing some nodes, just curious",Algorithms,Low
DBT002953,"database connection keeps timing out during the demo, would like this before the next class please help",Databases,Medium
DBT002954,"virtual environment not activating on windows, just curious",Env_Setup,Low
DBT002955,"hi, exam is in two hours and autograder is down, whenever you get a chance",Deadline_Admin,Low
DBT002956,"hi, exam is in two hours and autograder is down, whenever you get a chance",Deadline_Admin,Low
DBT002957,"submission portal is not accepting my file before the deadline, just curious",Deadline_Admin,Low
DBT002958,"my sorting algorithm is too slow for large inputs, need help asap please help",Algorithms,High
DBT002959,"my sorting algorithm is too slow for large inputs, need to fix this soon",Algorithms,Medium
DBT002960,"virtual environment not activating on windows, need help asap please help",Env_Setup,High
DBT002961,"hi, form submission is not updating the database, need to fix this soon",WebDev,Medium
DBT002962,my code throws an error only on the grading server not locally,Debugging_Errors,Low
DBT002963,"recursion depth exceeded error keeps showing up, no rush",Loops_Recursion,Low
DBT002964,"hi, my class diagram doesn't match the actual code structure, for future reference",OOP_Design,Low
DBT002965,"constructor is not initializing the parent class fields, need to fix this soon",OOP_Design,Medium
DBT002966,"hi, query is extremely slow on the test dataset, need to fix this soon",Databases,Medium
DBT002967,segmentation fault when i run the test suite,Debugging_Errors,Medium
DBT002968,trying to understand tail recursion vs normal recursion,Loops_Recursion,High
DBT002969,"foreign key constraint fails on insert, this is blocking my progress",Databases,High
DBT002970,"greedy approach fails on this specific test case, for future reference please help",Algorithms,Low
DBT002971,"hi, not sure how polymorphism applies to this assignment",OOP_Design,Medium
DBT002972,"my sorting algorithm is too slow for large inputs, just curious please help",Algorithms,Low
DBT002973,"extension request for the assignment due tonight, just curious",Deadline_Admin,Low
DBT002974,"cannot install the required package on my laptop, deadline is tomorrow",Env_Setup,High
DBT002975,"extension request for the assignment due tonight, would like this before the next class",Deadline_Admin,Medium
DBT002976,"index out of bounds error only on the last test case, exam is happening right now",Debugging_Errors,Critical
DBT002977,"my code throws an error only on the grading server not locally, need help asap",Debugging_Errors,High
DBT002978,"hi, grade for the last assignment has not appeared yet, autograder is down and deadline is in minutes",Deadline_Admin,Critical
DBT002979,confused about when to use inheritance vs composition please help,OOP_Design,Low
DBT002980,"virtual environment not activating on windows, no rush please help",Env_Setup,Low
DBT002981,"stack trace points to a line that looks fine to me, would like this before the next class please help",Debugging_Errors,Medium
DBT002982,"index out of bounds error only on the last test case, this is blocking my progress",Debugging_Errors,High
DBT002983,my sql join is returning duplicate rows,Databases,Low
DBT002984,graph traversal is missing some nodes,Algorithms,Low
DBT002985,react component re-renders infinitely,WebDev,Low
DBT002986,"hi, graph traversal is missing some nodes, just curious",Algorithms,Low
DBT002987,"my code throws an error only on the grading server not locally, for future reference please help",Debugging_Errors,Low
DBT002988,"hi, while loop condition never becomes false",Loops_Recursion,Medium
DBT002989,"greedy approach fails on this specific test case, no rush",Algorithms,Low
DBT002990,"database connection keeps timing out during the demo, for future reference",Databases,Low
